#Player ID,#LastName,#FirstName,#Jersey Num,#Position,#Height,#Weight,#Birth Date,#Age,#Birth City,#Birth Country,#Rookie,#Team ID,#Team Abbr.,#Team City,#Team Name
9181,Villanueva,Charlie,3,PF,"6'11""",232,24/8/84,33,,,N,108,DAL,Dallas,Mavericks
9451,Vonleh,Noah,21,PF,"6'10""",240,24/8/95,22,,,N,97,POR,Portland,Trail Blazers
9412,Vucevic,Nikola,9,C,"7'0""",260,24/10/90,27,Morges,Switzerland,N,95,ORL,Orlando,Magic
9380,Vujacic,Sasha,18,SG,"6'7""",193,8/3/84,33,Maribor,Yugoslavia,N,83,NYK,New York,Knicks
9315,Wade,Dwyane,3,SG,"6'4""",220,17/1/82,35,"Chicago, IL",USA,N,89,CHI,Chicago,Bulls
9384,Waiters,Dion,11,SG,"6'4""",225,10/12/91,25,"Philadelphia, PA",USA,N,92,MIA,Miami,Heat
9129,Walker,Kemba,15,PG,"6'1""",172,8/5/90,27,,,N,93,CHA,Charlotte,Hornets
9522,Wall,John,2,PG,"6'4""",195,6/9/90,27,,,N,94,WAS,Washington,Wizards
9433,Warren,TJ,12,SF,"6'8""",230,5/9/93,24,,,N,104,PHX,Phoenix,Suns
9410,Watson,CJ,32,PG,"6'2""",175,17/4/84,33,,,N,95,ORL,Orlando,Magic
9320,Weber,Briante,25,PG,"6'2""",165,28/12/92,24,"Chesapeake, VA",USA,N,101,GSW,Golden State,Warriors
9479,West,David,3,PF,"6'9""",240,29/8/80,37,"Teaneck, NJ",USA,N,101,GSW,Golden State,Warriors
9387,Westbrook,Russell,0,PG,"6'3""",200,12/11/88,28,"Long Beach, CA",USA,N,96,OKL,Oklahoma City,Thunder
11706,White,Okaro,15,F,"6'8""",204,,,"Brooklyn, NY",USA,N,92,MIA,Miami,Heat
9660,Whitehead,Isaiah,15,G,"6'4""",210,8/3/95,22,,,N,84,BRO,Brooklyn,Nets
9312,Whiteside,Hassan,21,C,"7'0""",265,13/6/89,28,,,N,92,MIA,Miami,Heat
9259,Whittington,Shayne,42,PF,"6'11""",250,27/3/91,26,,,N,87,IND,Indiana,Pacers
9342,Wiggins,Andrew,22,SF,"6'8""",199,23/2/95,22,,,N,100,MIN,Minnesota,Timberwolves
9266,Wilcox,CJ,30,SG,"6'5""",195,30/12/90,26,"Pleasant Grove, UT",USA,N,95,ORL,Orlando,Magic
11414,Williams,Troy,10,F,"6'7""",210,30/12/94,22,,,N,107,MEM,Memphis,Grizzlies
9184,Williams,Deron,8,PG,"6'3""",200,26/6/84,33,,,N,108,DAL,Dallas,Mavericks
9287,Williams,Lou,23,SG,"6'1""",175,26/10/86,31,,,N,105,LAL,Los Angeles,Lakers
9377,Williams,Derrick,22,SF,"6'8""",240,25/5/91,26,"Bellflower, CA",USA,N,92,MIA,Miami,Heat
9557,Williams,Elliott,,SG,"6'5""",183,20/6/89,28,"Memphis, TN",USA,N,107,MEM,Memphis,Grizzlies
11546,Williams,Reggie,5,F,"6'6""",205,13/9/86,31,,USA,N,110,NOP,New Orleans,Pelicans
11652,Williams,M,,C,,,,,,,N,109,HOU,Houston,Rockets
9134,Williams,Marvin,2,PF,"6'9""",237,19/6/86,31,,,N,93,CHA,Charlotte,Hornets
9441,Williams,Alan,15,PF,"6'8""",260,28/1/93,24,,,N,104,PHX,Phoenix,Suns
10148,Wiltjer,Kyle,30,F,"6'10""",240,20/10/92,25,,,N,109,HOU,Houston,Rockets
9313,Winslow,Justise,20,SF,"6'7""",225,26/3/96,21,,,N,92,MIA,Miami,Heat
9516,Withey,Jeff,24,C,"7'0""",231,7/3/90,27,,,N,98,UTA,Utah,Jazz
9427,Wood,Christian,35,PF,"6'11""",220,27/9/95,22,"Long Beach, CA",USA,N,93,CHA,Charlotte,Hornets
9291,World Peace,Metta,37,SF,"6'7""",260,13/11/79,37,"St. John's, NY",USA,N,105,LAL,Los Angeles,Lakers
9304,Wright,Brandan,34,PF,"6'10""",210,5/10/87,30,,,N,107,MEM,Memphis,Grizzlies
9495,Wright,Delon,55,PG,"6'5""",190,26/4/92,25,,,N,81,TOR,Toronto,Raptors
9383,Wroten,Tony,5,G,"6'6""",205,12/4/93,24,"Renton, WA",USA,N,107,MEM,Memphis,Grizzlies
9103,Young,James,13,SG,"6'6""",215,16/8/95,22,,,N,82,BOS,Boston,Celtics
9260,Young,Joe,1,PG,"6'2""",180,27/6/92,25,,,N,87,IND,Indiana,Pacers
9280,Young,Nick,0,SG,"6'7""",210,1/6/85,32,,,N,105,LAL,Los Angeles,Lakers
9119,Young,Thaddeus,30,PF,"6'8""",220,21/6/88,29,"New Orleans, LA",USA,N,87,IND,Indiana,Pacers
9099,Zeller,Tyler,44,C,"7'0""",253,17/1/90,27,,,N,82,BOS,Boston,Celtics
9130,Zeller,Cody,40,C,"7'0""",240,5/10/92,25,,,N,93,CHA,Charlotte,Hornets
10163,Zimmerman,Stephen,33,C,"7'0""",240,9/9/96,21,,,N,95,ORL,Orlando,Magic
10158,Zipser,Paul,16,F,"6'8""",210,18/2/94,23,,,N,89,CHI,Chicago,Bulls
10169,Zubac,Ivica,40,C,"7'1""",265,17/3/97,20,,,N,105,LAL,Los Angeles,Lakers
